Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Boligtype,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Fasiliteter,Beskrivelse,Eiendomsmegler
"Vidars gate 18A (rolig blindgate), 0452 Oslo",5 990 000 kr,72 240 kr,11 750 kr,6 073 990 kr,6 073 990 kr,Leilighet,Aksje,1,56 m²,56 m²,2,1929,F - oransje,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""064613e1-4ed3-463d-9c62-639a282d4a59"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""f074521e-dd62-42ac-a23f-c6ecbb1b71ab"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""7007b22c-253f-4d77-8e2d-bd06ba25d24b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""300ba637-b12f-46ff-8fa0-5c7decbd1168"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""45882bfe-81cc-4eb6-9436-f6b3cffc41b9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""929e2655-cd35-415a-a2c0-216b014bd93b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""fd4397b5-9274-4463-a73d-26505f938663"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""b3169321-e812-4ad7-a876-0b35bd51e8eb"")>]","Svært innbydende og gjennomgående 3-roms med nyere peisovn, solrik balkong og god takhøyde. Meget attraktiv beliggenhet!",-1
"Ekebergveien 35, 0196 Oslo",3 750 000 kr,25 632 kr,105 690 kr,3 881 322 kr,3 881 322 kr,Leilighet,Eier (Selveier),1,44 m²,45 m²,2,1937,-1,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""89653838-4d31-4ecb-91d7-0c9b67d555ec"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""296a08c0-520f-4e97-a004-b37775eb3ae1"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""bf35186b-fa81-4272-b255-d0c7d9e72a76"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""8575d0a2-1c05-45b1-8a1f-49dd9440ca8a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""c633a769-a6e8-4ad4-8e42-1e9e9314c22f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""1d86ac4e-f897-48dd-b92e-0d4c598fb07a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""6b51b358-a12a-4819-b6a4-ca5af1b99a6e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""1e78a016-56ea-46ff-9564-6ea7a4be6920"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""7efdc99a-709e-43c6-84c6-76ddcaad49c7"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""d70041b1-d9df-4045-b5ac-6a8a14ad6862"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""9675c0fd-33f9-453a-8f3e-00cab121ae5d"")>]",Lekker 2-roms ende/hjørne-leil med fantastisk utsikt! Pusset opp i 2021 med bl.a. nytt kjøkken. Vvann/fyr/nett/tv inkl.,Privatmegleren Gamle Oslo
"Erlends vei 23, 0669 Oslo",3 750 000 kr,320 000 kr,15 554 kr,4 085 554 kr,4 085 554 kr,Leilighet,Andel,2,71 m²,74 m²,2,1965,E - rød,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""4c4f26e2-ddf8-4c20-a35d-5950a6c1ac94"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""076e88f8-94db-4fb8-975a-0f55ac449e0e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""54f87780-a4c6-46aa-8ab5-503d597286ed"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""1fd8fc66-b474-4aa7-af33-966869dcf3f0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""726fcdbd-a7d9-4efc-946e-2e35947fc978"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""1af07dde-b2a5-45c9-918f-cded6f3c137f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""8334f3ac-db07-45cb-8460-263a4f63d43b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""8b6794b7-3a77-4c89-b081-56283afb435a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""8e6e0845-6c94-4ec4-b7b2-43ff7438acc3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""369133eb-f6c4-4494-a274-55b3dbc0de8e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""1bc6a71a-0d7b-49ef-b160-1e3d2cbaf1da"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""19f128b5-b988-49a0-b8d3-3dc7e7a94f99"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""1c8d7cc4-c883-4751-8404-87b5a6c1b934"")>]",Velholdt 3-roms m/innglasset balkong. Fin beliggenhet nær senter og T-bane. Bad fra 2018. Modernisering.,-1
"Sørlihagen, 0651 Oslo",4 690 000 kr,-1,-1,-1,-1,47 m²,1,2,Leilighet,Andel,32,-1,-1,-1,SPLITTER NY TOPPLEILIGHET MED BALKONG! Nydelig boligsprosjekt i lukket bakgård. Heis.,Aktiv Grønland/Bjørvika
"Bygdøy allé 71, 0268 Oslo",11 200 000 kr,287 500 kr,11 487 500 kr,4 163 kr,4 163 kr,Leilighet,Eier (Selveier),3,128 m²,128 m²,1908,4,-1,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""96c67b85-b836-4d98-9791-a0797ee7bff1"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""92f855f9-22f0-418f-8b47-640cb8224e4a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""a96a7deb-f5b0-4f91-a531-34157ece0667"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""c06de853-6fe0-44f2-8534-d1c752760424"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""b072c650-b72e-461c-8d7c-c38c2871710c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""596d7655-152c-4897-90b4-32bdffbc7d85"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""fed7c678-d212-429b-b754-011f7d5bae92"")>]","Ærverdig og smakfull Frognerleilighet med langstrakt planløsning, elegant dekor på vegg og i tak. To bad, to boder.",-1
"Dovregata 2A, 0170 Oslo",5 100 000 kr,32 442 kr,129 642 kr,5 262 084 kr,5 262 084 kr,Leilighet,Eier (Selveier),2,51 m²,51 m²,2,1898,F - oransje,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""d68af7f2-aa69-4743-89ed-3694d229d041"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""9d7efa3f-fe13-4a8c-b1f2-1ec8c0c9a611"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""2a6723c7-30ea-4a50-8810-9aa4f70bc6ee"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""fc880c93-ee1b-4a73-8eef-0489d49d6998"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""9bdf3d54-01cc-4807-9173-72b3e7228470"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""d4b9108a-1619-45e4-b18d-7ca9d8011337"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""afdc964e-eee3-4942-a2cd-9e2843c50db7"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""d30f7f62-8547-47ba-bead-5f9ba909a65b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""64941638-bbd7-458b-a72d-8fd9bd55d413"")>]","Lys og klassisk 3-roms selveier med balkong, peis og stukkatur| Stort oppholdsrom med flere vinduer| Takhøyde 2,96 m",Nordvik Løren
"Gangstuveien 1, 0952 Oslo",3 290 000 kr,61 000 kr,1 164 kr,3 352 164 kr,3 352 164 kr,Leilighet,Andel,2,63 m²,63 m²,8,1965,C - lysegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""d8cdd956-f5be-4db1-ab0b-f66c5e1aad9a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""6436dc14-ecdb-4e52-8dfa-ac81fca70953"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""75e4a2f5-edbd-4443-8868-3321d1fd065b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""e499bee4-626a-4013-a523-6b9baecfa774"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""a48c4079-47a3-42c4-a0d4-20c575746618"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""5800df53-034a-4496-88cd-13d11c013bef"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""b513e563-7b0c-4b45-97e0-70e4e3be14cc"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""6220c45e-5ed2-470d-ba7a-d5958659eb44"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""8f1eeac8-eeb6-4a4c-892f-817b9dd92504"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""9c4d591d-fbf6-453d-88ae-e8b8df603007"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""1710d520-be03-4e32-bccf-a5c5062e5e91"")>]","Lys, romslig og luftig 3-roms hjørneleilighet i 8. etasje - Balkong - Nydelig utsikt - Heis - V.v/fyr. inkl - Sentralt",EiendomsMegler 1 Stovner
"Hellinga 18, 1150 Oslo",3 500 000 kr,97 000 kr,15 554 kr,3 612 554 kr,3 612 554 kr,Leilighet,Andel,2,62 m²,65 m²,4,1956,F - lysegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""e279979b-818c-491e-a305-ed50cc0a5cbf"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""11a06f11-0c47-4a64-9fd5-25e66bcc751a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""3db641ff-a793-4d38-bf0c-b367f6449c17"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""c13d8fa8-37c9-4d02-910a-aa0586c394d8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""239f08ca-bad2-4c7a-809a-ce84b774e429"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ad42b8d1-fe9f-40e3-806d-8ebf012bb3df"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""cb991758-49a9-4e4f-833a-f60d1592f763"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""31b69523-ed0f-4d7d-b88d-ff73e23f499a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""3d80ae11-b488-4309-8e3f-aff6f7688db1"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""1aa48459-d123-4c96-985a-bc29757d46b5"")>]",3-roms toppleilighet med stort potensiale! Oppussingsobjekt | Sydvendt balkong på 8 m² med flott utsikt | Fyring inkl.,PrivatMegleren Panorama
"Hans Nielsen Hauges gate 22, 0481 Oslo",4 750 000 kr,202 200 kr,8 967 kr,4 961 167 kr,4 961 167 kr,Leilighet,Aksje,1,71 m²,73 m²,3,1933,G - mørkegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""b0a3671f-72df-4516-8f6e-9539dcf18162"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ed403a8e-4244-461a-b897-a5efcaebc3c8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""7491b7e5-8473-4e14-ab28-f4d092fd0ab0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""7075b3b1-440f-4fff-8468-f6dd49bd49f6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""75c97e34-3991-4637-ad2a-5ca46c61df9a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""c59b4675-93ab-4323-8abd-0ccf77efcf18"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""a6866a5f-88e5-4eb5-a795-7538722a605f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""86b0d2e9-cac1-45fe-903b-73f6d371abbf"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""64f1df61-c54a-4c8a-a01d-84fd9cfaaff8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""fd849083-2367-4806-8dec-698c0df6f792"")>]","Lekker og romslig leilighet med vestvendt balkong og ildsted! Ingen gjenboere. Vv, fyring og fibernett inkl.",Krogsveen avd. Grünerløkka
"Tostrup terrasse 9, 0271 Oslo",23 500 000 kr,384 000 kr,598 477 kr,24 482 477 kr,24 482 477 kr,Leilighet,Eier (Selveier),2,145 m²,145 m²,4,1893,G - rød,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""d605c0aa-d137-4fa2-a827-f5b7324db3ff"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""c1d97b67-2a36-405c-bc49-dcc556819686"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""8c8ea0fa-ad65-41d4-a4d3-c445060e94b9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""2c262ca1-87ba-4872-9dd0-58e281a78233"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""72b7fd28-b40a-481e-ae59-6f28a62ae771"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""299703cc-132d-4917-967e-797ebc55b684"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""29a3f13e-0b48-4b51-b1ab-45a6e815d7ac"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""9209040a-afee-42d9-993b-1b24b04bac14"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""a894d7d9-3962-4e31-bbe8-3d647c2297e6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""0a5d1ff3-14f5-41f4-a82b-238b94310787"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""131fedea-2f2d-421b-ae96-c1d5075f79f7"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""bccfa6cf-e0c9-4391-a4c8-c4494934782a"")>]","GIMLE: Toppleilighet med flott utsikt fra vestvendt terrasse på 15,5kvm. Parkering.",BOA Eiendomsmegling Oslo Vest AS
"St. Edmunds vei 35, 0280 Oslo",5 450 000 kr,1 882 kr,5 451 882 kr,3 424 kr,3 424 kr,Leilighet,Andel,2,54 m²,54 m²,5,2007,C - mørkegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""5fae26dc-ee71-4b72-a054-b615f6b63e6e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""9c657c7b-12ef-4a1d-b600-6b077b45bece"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""57350572-83c6-4eac-82eb-6e38a9ef43cf"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""5efc9706-d42e-41a7-bad9-9677b33e42e3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""3b717524-ed1c-4616-ad29-6833aa54b2d3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""17c8d9ee-2cb3-4bd3-bc40-673143f708a9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""36626122-2acf-409f-ad65-6bdd95387798"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""4c975131-e596-4bd9-866b-87190d46f274"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""5af97e2c-34df-485a-83dc-fad8a13159a8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""28853793-8f5e-46b4-bcf9-2e0fcf93a19e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""64a0e2dd-2743-426d-a757-6c9dea97c7a8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ef465201-73dc-4c97-844e-5f0c318faa89"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""0f548f33-eea7-468d-8406-6f443565abf9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""d2ef58ac-a5a5-4d9b-8f1d-21242f51b630"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""7d94c463-fd8d-4a30-942f-eeb50b6e8320"")>]",Lys og lekker 2(3)-roms i nyere bygg med sydvestvendt veranda | Høyt og fritt | Heis | Garasjeplass | Fyring & v.v inkl.,-1
"Havreveien 2, 0680 Oslo",5 600 000 kr,119 000 kr,15 554 kr,5 734 554 kr,5 734 554 kr,Leilighet,Andel,3,83 m²,93 m²,1958,D - gul,-1,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""71e72423-35fd-479d-b767-60cd231f7007"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""276ba603-cc26-4431-b001-cbe656bdc739"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ca8c6a7d-0f33-480d-8604-9ebf5a3435a0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""29ab4f38-1f0e-4ba7-9aac-325cbc0b4585"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""fe0e7d84-dcce-4fb4-a9b7-ef95bf5d8cc6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""8917250b-b3c7-4edf-9fd7-cc7ce02198c9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""da05f482-44b1-4aae-980d-fe4ae62cb9a3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""34e63bb7-1556-4fe0-9de7-c11eccbd807c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""7b3dc18a-356b-49db-ac9a-c6831021ea6c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""d0d93806-22a1-4b80-b310-1b722b7fbc7d"")>]",Attraktiv & sjelden 4-roms leilighet over to plan. Solrik innglasset balkong & markterrasse på 29 kvm. VV & fyring inkl.,-1
"Bøkkerveien 24C, 0579 Oslo",5 250 000 kr,132 592 kr,5 382 592 kr,2 998 kr,2 998 kr,Leilighet,Eier (Selveier),2,58 m²,58 m²,1,2018,D - mørkegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ab209f25-cbab-4f6f-9440-35d3b6ab486d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""831d8e78-c688-435f-a00b-1e5b1ef6eb37"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""05e4afc9-6832-438b-85ec-e0c574c98362"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""2f62102e-2ba7-4256-852d-11e0fd3031a2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""71a08005-d635-424e-b9ca-7cc6d2c9a0b0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""c13c7791-3f40-4053-a65c-9394eca3fef2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""58e77901-8aa5-4a91-8a4d-b461114c6486"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""f09f8456-1761-45b8-8577-9690454ec13d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""831146f0-778b-4817-bb13-084be1a3c819"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""a970bd0a-0821-49b2-8118-b5da43b49f7d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""6606be92-c1f6-47bd-b544-b2adda89c9d0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""a821db81-3755-4e95-b74a-654ca2a58691"")>]","Arealeffektiv, pen og gjennomgående 3-roms selveier m/2 markterrasser | God standard og planløsning|LAVE FELLESUTGIFTER",-1
